zmąć
zmądrzę
zmądrzeć
zmądrzej
zmądrzeją
zmądrzejcie
zmądrzejcież
zmądrzeje
zmądrzeję
zmądrzejecie
zmądrzejemy
zmądrzejesz
zmądrzejmy
zmądrzejmyż
zmądrzejże
zmądrzeli
zmądrzeliby
zmądrzelibyście
zmądrzelibyśmy
zmądrzeliście
zmądrzeliśmy
zmądrzeń
zmądrzenia
zmądrzeniach
zmądrzeniami
zmądrzenie
zmądrzeniem
zmądrzeniom
zmądrzeniu
zmądrzmy
zmądrzmyż
zmądrzono
zmądrzy
zmądrzyć
zmądrzycie
zmądrzyj
zmądrzyjcie
zmądrzyjcież
zmądrzyjmy
zmądrzyjmyż
zmądrzyjże
zmądrzył
zmądrzyła
zmądrzyłaby
zmądrzyłabym
zmądrzyłabyś
zmądrzyłam
zmądrzyłaś
zmądrzyłby
zmądrzyłbym
zmądrzyłbyś
zmądrzyłem
zmądrzyłeś
zmądrzyli
zmądrzyliby
zmądrzylibyście
zmądrzylibyśmy
zmądrzyliście
zmądrzyliśmy
zmądrzyło
zmądrzyłoby
zmądrzyły
zmądrzyłyby
zmądrzyłybyście
zmądrzyłybyśmy
zmądrzyłyście
zmądrzyłyśmy
zmądrzymy
zmądrzysz
zmądrzywszy
zmądrzże
zmaga
zmagać
zmagacie
zmagaj
zmagają
zmagając
zmagająca
zmagającą
zmagające
zmagającego
zmagającej
zmagającemu
zmagający
zmagających
zmagającym
zmagającymi
zmagajcie
zmagajcież
zmagajmy
zmagajmyż
zmagajże
zmagał
zmagała
zmagałaby
zmagałabym
zmagałabyś
zmagałam
zmagałaś
zmagałby
zmagałbym
zmagałbyś
zmagałem
zmagałeś
zmagali
zmagaliby
zmagalibyście
zmagalibyśmy
zmagaliście
zmagaliśmy
zmagało
zmagałoby
zmagały
zmagałyby
zmagałybyście
zmagałybyśmy
zmagałyście
zmagałyśmy
zmagam
zmagamy
zmagań
zmagania
zmaganiach
zmaganiami
zmaganie
zmaganiem
zmaganiom
zmaganiu
zmagano
zmagasz
zmagazynować
zmagazynował
zmagazynowała
zmagazynowałaby
zmagazynowałam
zmagazynowałaś
zmagazynowałby
zmagazynowałbym
zmagazynowałbyś
zmagazynowałem
zmagazynowałeś
zmagazynowali
zmagazynowaliby
zmagazynowało
zmagazynowałoby
zmagazynowały
zmagazynowałyby
zmagazynowań
zmagazynowana
zmagazynowaną
zmagazynowane
zmagazynowanego
zmagazynowanej
zmagazynowanemu
zmagazynowani
zmagazynowania
zmagazynowanie
zmagazynowaniem
zmagazynowaniom
zmagazynowaniu
zmagazynowano
zmagazynowany
zmagazynowanych
zmagazynowanym
zmagazynowanymi
zmagazynowawszy
zmagazynuj
zmagazynują
zmagazynujcie
zmagazynujcież
zmagazynuje
zmagazynuję
zmagazynujecie
zmagazynujemy
zmagazynujesz
zmagazynujmy
zmagazynujmyż
zmagazynujże
zmaglować
zmaglował
zmaglowała
zmaglowałaby
zmaglowałabym
zmaglowałabyś
zmaglowałam
zmaglowałaś
zmaglowałby
zmaglowałbym
zmaglowałbyś
zmaglowałem
zmaglowałeś
zmaglowali
zmaglowaliby
zmaglowalibyśmy
zmaglowaliście
zmaglowaliśmy
zmaglowało
zmaglowałoby
zmaglowały
zmaglowałyby
zmaglowałybyśmy
zmaglowałyście
zmaglowałyśmy
zmaglowań
zmaglowana
zmaglowaną
zmaglowane
zmaglowanego
zmaglowanej
zmaglowanemu
zmaglowani
zmaglowania
zmaglowaniach
zmaglowaniami
zmaglowanie
zmaglowaniem
zmaglowaniom
zmaglowaniu
zmaglowano
zmaglowany
zmaglowanych
zmaglowanym
zmaglowanymi
zmaglowawszy
zmagluj
zmaglują
zmaglujcie
zmaglujcież
zmagluje
zmagluję
zmaglujecie
zmaglujemy
zmaglujesz
zmaglujmy
zmaglujmyż
zmaglujże
zmagnetyzować
zmagnetyzował
zmagnetyzowała
zmagnetyzowałam
zmagnetyzowałaś
zmagnetyzowałby
zmagnetyzowałem
zmagnetyzowałeś
zmagnetyzowali
zmagnetyzowało
zmagnetyzowały
zmagnetyzowań
zmagnetyzowana
zmagnetyzowaną
zmagnetyzowane
zmagnetyzowanej
zmagnetyzowani
zmagnetyzowania
zmagnetyzowanie
zmagnetyzowaniu
zmagnetyzowano
zmagnetyzowany
zmagnetyzowanym
zmagnetyzuj
zmagnetyzują
zmagnetyzujcie
zmagnetyzujcież
zmagnetyzuje
zmagnetyzuję
zmagnetyzujecie
zmagnetyzujemy
zmagnetyzujesz
zmagnetyzujmy
zmagnetyzujmyż
zmagnetyzujże
zmajdrować
zmajdrował
zmajdrowała
zmajdrowałaby
zmajdrowałabym
zmajdrowałabyś
zmajdrowałam
zmajdrowałaś
zmajdrowałby
zmajdrowałbym
zmajdrowałbyś
zmajdrowałem
zmajdrowałeś
zmajdrowali
zmajdrowaliby
zmajdrowaliście
zmajdrowaliśmy
zmajdrowało
zmajdrowałoby
zmajdrowały
zmajdrowałyby
zmajdrowałyście
zmajdrowałyśmy
zmajdrowań
zmajdrowana
zmajdrowaną
zmajdrowane
zmajdrowanego
zmajdrowanej
zmajdrowanemu
zmajdrowani
zmajdrowania
zmajdrowaniach
zmajdrowaniami
zmajdrowanie
zmajdrowaniem
zmajdrowaniom
zmajdrowaniu
zmajdrowano
zmajdrowany
zmajdrowanych
zmajdrowanym
zmajdrowanymi
zmajdrowawszy
zmajdruj
zmajdrują
zmajdrujcie
zmajdrujcież
zmajdruje
zmajdruję
zmajdrujecie
zmajdrujemy
zmajdrujesz
zmajdrujmy
zmajdrujmyż
zmajdrujże
zmajoryzować
zmajoryzował
zmajoryzowała
zmajoryzowałaby
zmajoryzowałam
zmajoryzowałaś
zmajoryzowałby
zmajoryzowałbym
zmajoryzowałbyś
zmajoryzowałem
zmajoryzowałeś
zmajoryzowali
zmajoryzowaliby
zmajoryzowało
zmajoryzowałoby
zmajoryzowały
zmajoryzowałyby
zmajoryzowań
zmajoryzowana
zmajoryzowaną
zmajoryzowane
zmajoryzowanego
zmajoryzowanej
zmajoryzowanemu
zmajoryzowani
zmajoryzowania
zmajoryzowanie
zmajoryzowaniem
zmajoryzowaniom
zmajoryzowaniu
zmajoryzowano
zmajoryzowany
zmajoryzowanych
zmajoryzowanym
zmajoryzowanymi
zmajoryzowawszy
zmajoryzuj
zmajoryzują
zmajoryzujcie
zmajoryzujcież
zmajoryzuje
zmajoryzuję
zmajoryzujecie
zmajoryzujemy
zmajoryzujesz
zmajoryzujmy
zmajoryzujmyż
zmajoryzujże
zmajstrować
zmajstrował
zmajstrowała
zmajstrowałaby
zmajstrowałabym
zmajstrowałabyś
zmajstrowałam
zmajstrowałaś
zmajstrowałby
zmajstrowałbym
zmajstrowałbyś
zmajstrowałem
zmajstrowałeś
zmajstrowali
zmajstrowaliby
zmajstrowaliśmy
zmajstrowało
zmajstrowałoby
zmajstrowały
zmajstrowałyby
zmajstrowałyśmy
zmajstrowań
zmajstrowana
zmajstrowaną
zmajstrowane
zmajstrowanego
zmajstrowanej
zmajstrowanemu
zmajstrowani
zmajstrowania
zmajstrowaniach
zmajstrowaniami
zmajstrowanie
zmajstrowaniem
zmajstrowaniom
zmajstrowaniu
zmajstrowano
zmajstrowany
zmajstrowanych
zmajstrowanym
zmajstrowanymi
zmajstrowawszy
zmajstruj
zmajstrują
zmajstrujcie
zmajstrujcież
zmajstruje
zmajstruję
zmajstrujecie
zmajstrujemy
zmajstrujesz
zmajstrujmy
zmajstrujmyż
zmajstrujże
zmakaronizować
zmakaronizował
zmakaronizowała
zmakaronizowali
zmakaronizowało
zmakaronizowały
zmakaronizowań
zmakaronizowana
zmakaronizowaną
zmakaronizowane
zmakaronizowani
zmakaronizowano
zmakaronizowany
zmakaronizuj
zmakaronizują
zmakaronizujcie
zmakaronizuje
zmakaronizuję
zmakaronizujemy
zmakaronizujesz
zmakaronizujmy
zmakaronizujmyż
zmakaronizujże
zmakietować
zmakietował
zmakietowała
zmakietowałaby
zmakietowałabym
zmakietowałabyś
zmakietowałam
zmakietowałaś
zmakietowałby
zmakietowałbym
zmakietowałbyś
zmakietowałem
zmakietowałeś
zmakietowali
zmakietowaliby
zmakietowaliśmy
zmakietowało
zmakietowałoby
zmakietowały
zmakietowałyby
zmakietowałyśmy
zmakietowań
zmakietowana
zmakietowaną
zmakietowane
zmakietowanego
zmakietowanej
zmakietowanemu
zmakietowani
zmakietowania
zmakietowaniach
zmakietowaniami
zmakietowanie
zmakietowaniem
zmakietowaniom
zmakietowaniu
zmakietowano
zmakietowany
zmakietowanych
zmakietowanym
zmakietowanymi
zmakietowawszy
zmakietuj
zmakietują
zmakietujcie
zmakietujcież
zmakietuje
zmakietuję
zmakietujecie
zmakietujemy
zmakietujesz
zmakietujmy
zmakietujmyż
zmakietujże
zmaksymalizować
zmaksymalizował
zmaksymalizowań
zmaksymalizuj
zmaksymalizują
zmaksymalizuje
zmaksymalizuję
zmaksymalizujmy
zmaksymalizujże
zmalał
zmalała
zmalałą
zmalałaby
zmalałabym
zmalałabyś
zmalałam
zmalałaś
zmalałby
zmalałbym
zmalałbyś
zmalałe
zmalałego
zmalałej
zmalałem
zmalałemu
zmalałeś
zmalali
zmalało
zmalałoby
zmalały
zmalałyby
zmalałybyście
zmalałybyśmy
zmalałych
zmalałym
zmalałymi
zmalałyście
zmalałyśmy
zmalano
zmalawszy
zmaleć
zmalej
zmaleją
zmalejcie
zmalejcież
zmaleje
zmaleję
zmalejecie
zmalejemy
zmalejesz
zmalejmy
zmalejmyż
zmalejże
zmaleli
zmaleliby
zmalelibyście
zmalelibyśmy
zmaleliście
zmaleliśmy
zmaleń
zmalenia
zmaleniach
zmaleniami
zmalenie
zmaleniem
zmaleniom
zmaleniu
zmalować
zmalował
zmalowała
zmalowałaby
zmalowałabym
zmalowałabyś
zmalowałam
zmalowałaś
zmalowałby
zmalowałbym
zmalowałbyś
zmalowałem
zmalowałeś
zmalowali
zmalowaliby
zmalowalibyście
zmalowalibyśmy
zmalowaliście
zmalowaliśmy
zmalowało
zmalowałoby
zmalowały
zmalowałyby
zmalowałybyście
zmalowałybyśmy
zmalowałyście
zmalowałyśmy
zmalowań
zmalowana
zmalowaną
zmalowane
zmalowanego
zmalowanej
zmalowanemu
zmalowani
zmalowania
zmalowaniach
zmalowaniami
zmalowanie
zmalowaniem
zmalowaniom
zmalowaniu
zmalowano
zmalowany
zmalowanych
zmalowanym
zmalowanymi
zmalowawszy
zmalowuj
zmalowują
zmalowując
zmalowująca
zmalowującą
zmalowujące
zmalowującego
zmalowującej
zmalowującemu
zmalowujący
zmalowujących
zmalowującym
zmalowującymi
zmalowujcie
zmalowujcież
zmalowuje
zmalowuję
zmalowujecie
zmalowujemy
zmalowujesz
zmalowujmy
zmalowujmyż
zmalowujże
zmalowywać
zmalowywał
zmalowywała
zmalowywałaby
zmalowywałabym
zmalowywałabyś
zmalowywałam
zmalowywałaś
zmalowywałby
zmalowywałbym
zmalowywałbyś
zmalowywałem
zmalowywałeś
zmalowywali
zmalowywaliby
zmalowywaliście
zmalowywaliśmy
zmalowywało
zmalowywałoby
zmalowywały
zmalowywałyby
zmalowywałyście
zmalowywałyśmy
zmalowywań
zmalowywana
zmalowywaną
zmalowywane
zmalowywanego
zmalowywanej
zmalowywanemu
zmalowywani
zmalowywania
zmalowywaniach
zmalowywaniami
zmalowywanie
zmalowywaniem
zmalowywaniom
zmalowywaniu
zmalowywano
zmalowywany
zmalowywanych
zmalowywanym
zmalowywanymi
zmałpować
zmałpował
zmałpowała
zmałpowałaby
zmałpowałabym
zmałpowałabyś
zmałpowałam
zmałpowałaś
zmałpowałby
zmałpowałbym
zmałpowałbyś
zmałpowałem
zmałpowałeś
zmałpowali
zmałpowaliby
zmałpowalibyśmy
zmałpowaliście
zmałpowaliśmy
zmałpowało
zmałpowałoby
zmałpowały
zmałpowałyby
zmałpowałybyśmy
zmałpowałyście
zmałpowałyśmy
zmałpowań
zmałpowana
zmałpowaną
zmałpowane
zmałpowanego
zmałpowanej
zmałpowanemu
zmałpowani
zmałpowania
zmałpowaniach
zmałpowaniami
zmałpowanie
zmałpowaniem
zmałpowaniom
zmałpowaniu
zmałpowano
zmałpowany
zmałpowanych
zmałpowanym
zmałpowanymi
zmałpowawszy
zmałpuj
zmałpują
zmałpujcie
zmałpujcież
zmałpuje
zmałpuję
zmałpujecie
zmałpujemy
zmałpujesz
zmałpujmy
zmałpujmyż
zmałpujże
zmaltretować
zmaltretował
zmaltretowała
zmaltretowałaby
zmaltretowałam
zmaltretowałaś
zmaltretowałby
zmaltretowałbym
zmaltretowałbyś
zmaltretowałem
zmaltretowałeś
zmaltretowali
zmaltretowaliby
zmaltretowało
zmaltretowałoby
zmaltretowały
zmaltretowałyby
zmaltretowań
zmaltretowana
zmaltretowaną
zmaltretowane
zmaltretowanego
zmaltretowanej
zmaltretowanemu
zmaltretowani
zmaltretowania
zmaltretowanie
zmaltretowaniem
zmaltretowaniom
zmaltretowaniu
zmaltretowano
zmaltretowany
zmaltretowanych
zmaltretowanym
zmaltretowanymi
zmaltretowawszy
zmaltretuj
zmaltretują
zmaltretujcie
zmaltretujcież
zmaltretuje
zmaltretuję
zmaltretujecie
zmaltretujemy
zmaltretujesz
zmaltretujmy
zmaltretujmyż
zmaltretujże
zmaluj
zmalują
zmalujcie
zmalujcież
zmaluje
zmaluję
zmalujecie
zmalujemy
zmalujesz
zmalujmy
zmalujmyż
zmalujże
zmalwersować
zmalwersował
zmalwersowała
zmalwersowałaby
zmalwersowałam
zmalwersowałaś
zmalwersowałby
zmalwersowałbym
zmalwersowałbyś
zmalwersowałem
zmalwersowałeś
zmalwersowali
zmalwersowaliby
zmalwersowało
zmalwersowałoby
zmalwersowały
zmalwersowałyby
zmalwersowań
zmalwersowana
zmalwersowaną
zmalwersowane
zmalwersowanego
zmalwersowanej
zmalwersowanemu
zmalwersowani
zmalwersowania
zmalwersowanie
zmalwersowaniem
zmalwersowaniom
zmalwersowaniu
zmalwersowano
zmalwersowany
zmalwersowanych
zmalwersowanym
zmalwersowanymi
zmalwersowawszy
zmalwersuj
zmalwersują
zmalwersujcie
zmalwersujcież
zmalwersuje
zmalwersuję
zmalwersujecie
zmalwersujemy
zmalwersujesz
zmalwersujmy
zmalwersujmyż
zmalwersujże
zmam
zmamcie
zmamcież
zmami
zmamią
zmamić
zmamicie
zmamię
zmamień
zmamieni
zmamienia
zmamieniach
zmamieniami
zmamienie
zmamieniem
zmamieniom
zmamieniu
zmamił
zmamiła
zmamiłaby
zmamiłabym
zmamiłabyś
zmamiłam
zmamiłaś
zmamiłby
zmamiłbym
zmamiłbyś
zmamiłem
zmamiłeś
zmamili
zmamiliby
zmamilibyście
zmamilibyśmy
zmamiliście
zmamiliśmy
zmamiło
zmamiłoby
zmamiły
zmamiłyby
zmamiłybyście
zmamiłybyśmy
zmamiłyście
zmamiłyśmy
zmamimy
zmamiona
zmamioną
zmamione
zmamionego
zmamionej
zmamionemu
zmamiono
zmamiony
zmamionych
zmamionym
zmamionymi
zmamisz
zmamiwszy
zmamlą
zmamlaj
zmamlajcie
zmamlajcież
zmamlajmy
zmamlajmyż
zmamlajże
zmamlał
zmamlała
zmamlałaby
zmamlałabym
zmamlałabyś
zmamlałam
zmamlałaś
zmamlałby
zmamlałbym
zmamlałbyś
zmamlałem
zmamlałeś
zmamlało
zmamlałoby
zmamlały
zmamlałyby
zmamlałybyście
zmamlałybyśmy
zmamlałyście
zmamlałyśmy
zmamlano
zmamlawszy
zmamle
zmamlę
zmamleć
zmamlecie
zmamleli
zmamleliby
zmamlelibyście
zmamlelibyśmy
zmamleliście
zmamleliśmy
zmamlemy
zmamleń
zmamlenia
zmamleniach
zmamleniami
zmamlenie
zmamleniem
zmamleniom
zmamleniu
zmamlesz
zmammy
zmammyż
zmamże
zmanierować
zmanierował
zmanierowała
zmanierowałaby
zmanierowałabym
zmanierowałabyś
zmanierowałam
zmanierowałaś
zmanierowałby
zmanierowałbym
zmanierowałbyś
zmanierowałem
zmanierowałeś
zmanierowali
zmanierowaliby
zmanierowaliśmy
zmanierowało
zmanierowałoby
zmanierowały
zmanierowałyby
zmanierowałyśmy
zmanierowań
zmanierowana
zmanierowaną
zmanierowane
zmanierowanego
zmanierowanej
zmanierowanemu
zmanierowani
zmanierowania
zmanierowaniach
zmanierowaniami
zmanierowanie
zmanierowaniem
zmanierowaniom
zmanierowaniu
zmanierowano
zmanierowany
zmanierowanych
zmanierowanym
zmanierowanymi
zmanierowawszy
zmanieruj
zmanierują
zmanierujcie
zmanierujcież
zmanieruje
zmanieruję
zmanierujecie
zmanierujemy
zmanierujesz
zmanierujmy
zmanierujmyż
zmanierujże
zmanipulować
zmanipulował
zmanipulowała
zmanipulowałaby
zmanipulowałam
zmanipulowałaś
zmanipulowałby
zmanipulowałbym
zmanipulowałbyś
zmanipulowałem
zmanipulowałeś
zmanipulowali
zmanipulowaliby
zmanipulowało
zmanipulowałoby
zmanipulowały
zmanipulowałyby
zmanipulowań
zmanipulowana
zmanipulowaną
zmanipulowane
zmanipulowanego
zmanipulowanej
zmanipulowanemu
zmanipulowani
zmanipulowania
zmanipulowanie
zmanipulowaniem
zmanipulowaniom
zmanipulowaniu
zmanipulowano
zmanipulowany
zmanipulowanych
zmanipulowanym
zmanipulowanymi
zmanipulowawszy
zmanipulowuj
zmanipulowują
zmanipulowując
zmanipulowująca
zmanipulowującą
zmanipulowujące
zmanipulowujący
zmanipulowujcie
zmanipulowuje
zmanipulowuję
zmanipulowujemy
zmanipulowujesz
zmanipulowujmy
zmanipulowujmyż
zmanipulowujże
zmanipulowywać
zmanipulowywał
zmanipulowywała
zmanipulowywali
zmanipulowywało
zmanipulowywały
zmanipulowywań
zmanipulowywana
zmanipulowywaną
zmanipulowywane
zmanipulowywani
zmanipulowywano
zmanipulowywany
zmanipuluj
zmanipulują
zmanipulujcie
zmanipulujcież
zmanipuluje
zmanipuluję
zmanipulujecie
zmanipulujemy
zmanipulujesz
zmanipulujmy
zmanipulujmyż
zmanipulujże
zmapować
zmapował
zmapowała
zmapowałaby
zmapowałabym
zmapowałabyś
zmapowałam
zmapowałaś
zmapowałby
zmapowałbym
zmapowałbyś
zmapowałem
zmapowałeś
zmapowali
zmapowaliby
zmapowalibyście
zmapowalibyśmy
zmapowaliście
zmapowaliśmy
zmapowało
zmapowałoby
zmapowały
zmapowałyby
zmapowałybyście
zmapowałybyśmy
zmapowałyście
zmapowałyśmy
zmapowań
zmapowana
zmapowaną
zmapowane
zmapowanego
zmapowanej
zmapowanemu
zmapowani
zmapowania
zmapowaniach
zmapowaniami
zmapowanie
zmapowaniem
zmapowaniom
zmapowaniu
zmapowano
zmapowany
zmapowanych
zmapowanym
zmapowanymi
zmapowawszy
zmapuj
zmapują
zmapujcie
zmapujcież
zmapuje
zmapuję
zmapujecie
zmapujemy
zmapujesz
zmapujmy
zmapujmyż
zmapujże
zmarć
zmarcia
zmarciach
zmarciami
zmarcie
zmarciem
zmarciom
zmarciu
zmarginalizować
zmarginalizował
zmarginalizowań
zmarginalizuj
zmarginalizują
zmarginalizuje
zmarginalizuję
zmarginalizujmy
zmarginalizujże
zmarglować
zmarglował
zmarglowała
zmarglowałaby
zmarglowałabym
zmarglowałabyś
zmarglowałam
zmarglowałaś
zmarglowałby
zmarglowałbym
zmarglowałbyś
zmarglowałem
zmarglowałeś
zmarglowali
zmarglowaliby
zmarglowaliście
zmarglowaliśmy
zmarglowało
zmarglowałoby
zmarglowały
zmarglowałyby
zmarglowałyście
zmarglowałyśmy
zmarglowań
zmarglowana
zmarglowaną
zmarglowane
zmarglowanego
zmarglowanej
zmarglowanemu
zmarglowani
zmarglowania
zmarglowaniach
zmarglowaniami
zmarglowanie
zmarglowaniem
zmarglowaniom
zmarglowaniu
zmarglowano
zmarglowany
zmarglowanych
zmarglowanym
zmarglowanymi
zmarglowawszy
zmargluj
zmarglują
zmarglujcie
zmarglujcież
zmargluje
zmargluję
zmarglujecie
zmarglujemy
zmarglujesz
zmarglujmy
zmarglujmyż
zmarglujże
zmarkotniał
zmarkotniała
zmarkotniałą
zmarkotniałaby
zmarkotniałabym
zmarkotniałabyś
zmarkotniałam
zmarkotniałaś
zmarkotniałby
zmarkotniałbym
zmarkotniałbyś
zmarkotniałe
zmarkotniałego
zmarkotniałej
zmarkotniałem
zmarkotniałemu
zmarkotniałeś
zmarkotniali
zmarkotniało
zmarkotniałoby
zmarkotniały
zmarkotniałyby
zmarkotniałych
zmarkotniałym
zmarkotniałymi
zmarkotniałyśmy
zmarkotniano
zmarkotniawszy
zmarkotnieć
zmarkotniej
zmarkotnieją
zmarkotniejcie
zmarkotniejcież
zmarkotnieje
zmarkotnieję
zmarkotniejecie
zmarkotniejemy
zmarkotniejesz
zmarkotniejmy
zmarkotniejmyż
zmarkotniejże
zmarkotnieli
zmarkotnieliby
zmarkotnieliśmy
zmarkotnień
zmarkotnienia
zmarkotnieniach
zmarkotnieniami
zmarkotnienie
zmarkotnieniem
zmarkotnieniom
zmarkotnieniu
zmarł
zmarła
zmarłą
zmarłaby
zmarłabym
zmarłabyś
zmarłam
zmarłaś
zmarłby
