oba
obandażowałeś
obandażowali
obandażowaliby
obandażowaliśmy
obandażowało
obandażowałoby
obandażowały
obandażowałyby
obandażowałyśmy
obandażowań
obandażowana
obandażowaną
obandażowane
obandażowanego
obandażowanej
obandażowanemu
obandażowani
obandażowania
obandażowaniach
obandażowaniami
obandażowanie
obandażowaniem
obandażowaniom
obandażowaniu
obandażowano
obandażowany
obandażowanych
obandażowanym
obandażowanymi
obandażowawszy
obandażowuj
obandażowują
obandażowując
obandażowująca
obandażowującą
obandażowujące
obandażowującej
obandażowujący
obandażowującym
obandażowujcie
obandażowujcież
obandażowuje
obandażowuję
obandażowujecie
obandażowujemy
obandażowujesz
obandażowujmy
obandażowujmyż
obandażowujże
obandażowywać
obandażowywał
obandażowywała
obandażowywałam
obandażowywałaś
obandażowywałby
obandażowywałem
obandażowywałeś
obandażowywali
obandażowywało
obandażowywały
obandażowywań
obandażowywana
obandażowywaną
obandażowywane
obandażowywanej
obandażowywani
obandażowywania
obandażowywanie
obandażowywaniu
obandażowywano
obandażowywany
obandażowywanym
obandażuj
obandażują
obandażujcie
obandażujcież
obandażuje
obandażuję
obandażujecie
obandażujemy
obandażujesz
obandażujmy
obandażujmyż
obandażujże
obandować
obandował
obandowała
obandowałaby
obandowałabym
obandowałabyś
obandowałam
obandowałaś
obandowałby
obandowałbym
obandowałbyś
obandowałem
obandowałeś
obandowali
obandowaliby
obandowalibyśmy
obandowaliście
obandowaliśmy
obandowało
obandowałoby
obandowały
obandowałyby
obandowałybyśmy
obandowałyście
obandowałyśmy
obandowań
obandowana
obandowaną
obandowane
obandowanego
obandowanej
obandowanemu
obandowani
obandowania
obandowaniach
obandowaniami
obandowanie
obandowaniem
obandowaniom
obandowaniu
obandowano
obandowany
obandowanych
obandowanym
obandowanymi
obandowawszy
obanduj
obandują
obandujcie
obandujcież
obanduje
obanduję
obandujecie
obandujemy
obandujesz
obandujmy
obandujmyż
obandujże
obarcz
obarcza
obarczą
obarczać
obarczacie
obarczaj
obarczają
obarczając
obarczająca
obarczającą
obarczające
obarczającego
obarczającej
obarczającemu
obarczający
obarczających
obarczającym
obarczającymi
obarczajcie
obarczajcież
obarczajmy
obarczajmyż
obarczajże
obarczał
obarczała
obarczałaby
obarczałabym
obarczałabyś
obarczałam
obarczałaś
obarczałby
obarczałbym
obarczałbyś
obarczałem
obarczałeś
obarczali
obarczaliby
obarczalibyście
obarczalibyśmy
obarczaliście
obarczaliśmy
obarczało
obarczałoby
obarczały
obarczałyby
obarczałybyście
obarczałybyśmy
obarczałyście
obarczałyśmy
obarczam
obarczamy
obarczań
obarczana
obarczaną
obarczane
obarczanego
obarczanej
obarczanemu
obarczani
obarczania
obarczaniach
obarczaniami
obarczanie
obarczaniem
obarczaniom
obarczaniu
obarczano
obarczany
obarczanych
obarczanym
obarczanymi
obarczasz
obarczcie
obarczcież
obarczę
obarczeń
obarczeni
obarczenia
obarczeniach
obarczeniami
obarczenie
obarczeniem
obarczeniom
obarczeniu
obarczmy
obarczmyż
obarczona
obarczoną
obarczone
obarczonego
obarczonej
obarczonemu
obarczono
obarczony
obarczonych
obarczonym
obarczonymi
obarczy
obarczyć
obarczycie
obarczył
obarczyła
obarczyłaby
obarczyłabym
obarczyłabyś
obarczyłam
obarczyłaś
obarczyłby
obarczyłbym
obarczyłbyś
obarczyłem
obarczyłeś
obarczyli
obarczyliby
obarczylibyście
obarczylibyśmy
obarczyliście
obarczyliśmy
obarczyło
obarczyłoby
obarczyły
obarczyłyby
obarczyłybyście
obarczyłybyśmy
obarczyłyście
obarczyłyśmy
obarczymy
obarczysz
obarczywszy
obarczże
obarierować
obarierował
obarierowała
obarierowałaby
obarierowałabym
obarierowałabyś
obarierowałam
obarierowałaś
obarierowałby
obarierowałbym
obarierowałbyś
obarierowałem
obarierowałeś
obarierowali
obarierowaliby
obarierowaliśmy
obarierowało
obarierowałoby
obarierowały
obarierowałyby
obarierowałyśmy
obarierowań
obarierowana
obarierowaną
obarierowane
obarierowanego
obarierowanej
obarierowanemu
obarierowani
obarierowania
obarierowaniach
obarierowaniami
obarierowanie
obarierowaniem
obarierowaniom
obarierowaniu
obarierowano
obarierowany
obarierowanych
obarierowanym
obarierowanymi
obarierowawszy
obarierowuj
obarierowują
obarierowując
obarierowująca
obarierowującą
obarierowujące
obarierowującej
obarierowujący
obarierowującym
obarierowujcie
obarierowujcież
obarierowuje
obarierowuję
obarierowujecie
obarierowujemy
obarierowujesz
obarierowujmy
obarierowujmyż
obarierowujże
obarierowywać
obarierowywał
obarierowywała
obarierowywałam
obarierowywałaś
obarierowywałby
obarierowywałem
obarierowywałeś
obarierowywali
obarierowywało
obarierowywały
obarierowywań
obarierowywana
obarierowywaną
obarierowywane
obarierowywanej
obarierowywani
obarierowywania
obarierowywanie
obarierowywaniu
obarierowywano
obarierowywany
obarierowywanym
obarieruj
obarierują
obarierujcie
obarierujcież
obarieruje
obarieruję
obarierujecie
obarierujemy
obarierujesz
obarierujmy
obarierujmyż
obarierujże
obarykadować
obarykadował
obarykadowała
obarykadowałaby
obarykadowałam
obarykadowałaś
obarykadowałby
obarykadowałbym
obarykadowałbyś
obarykadowałem
obarykadowałeś
obarykadowali
obarykadowaliby
obarykadowało
obarykadowałoby
obarykadowały
obarykadowałyby
obarykadowań
obarykadowana
obarykadowaną
obarykadowane
obarykadowanego
obarykadowanej
obarykadowanemu
obarykadowani
obarykadowania
obarykadowanie
obarykadowaniem
obarykadowaniom
obarykadowaniu
obarykadowano
obarykadowany
obarykadowanych
obarykadowanym
obarykadowanymi
obarykadowawszy
obarykaduj
obarykadują
obarykadujcie
obarykadujcież
obarykaduje
obarykaduję
obarykadujecie
obarykadujemy
obarykadujesz
obarykadujmy
obarykadujmyż
obarykadujże
obarzaneczek
obarzaneczka
obarzaneczkach
obarzaneczkami
obarzaneczki
obarzaneczkiem
obarzaneczkom
obarzaneczków
obarzaneczkowi
obarzaneczku
obarzanek
obarzanka
obarzankach
obarzankami
obarzanki
obarzankiem
obarzankom
obarzanków
obarzankowi
obarzanku
obatoż
obatożą
obatożcie
obatożcież
obatożę
obatożeń
obatożeni
obatożenia
obatożeniach
obatożeniami
obatożenie
obatożeniem
obatożeniom
obatożeniu
obatożmy
obatożmyż
obatożona
obatożoną
obatożone
obatożonego
obatożonej
obatożonemu
obatożono
obatożony
obatożonych
obatożonym
obatożonymi
obatoży
obatożyć
obatożycie
obatożył
obatożyła
obatożyłaby
obatożyłabym
obatożyłabyś
obatożyłam
obatożyłaś
obatożyłby
obatożyłbym
obatożyłbyś
obatożyłem
obatożyłeś
obatożyli
obatożyliby
obatożylibyście
obatożylibyśmy
obatożyliście
obatożyliśmy
obatożyło
obatożyłoby
obatożyły
obatożyłyby
obatożyłybyście
obatożyłybyśmy
obatożyłyście
obatożyłyśmy
obatożymy
obatożysz
obatożywszy
obatożże
obaw
obawa
obawą
obawach
obawami
obawę
obawia
obawiać
obawiacie
obawiaj
obawiają
obawiając
obawiająca
obawiającą
obawiające
obawiającego
obawiającej
obawiającemu
obawiający
obawiających
obawiającym
obawiającymi
obawiajcie
obawiajcież
obawiajmy
obawiajmyż
obawiajże
obawiał
obawiała
obawiałaby
obawiałabym
obawiałabyś
obawiałam
obawiałaś
obawiałby
obawiałbym
obawiałbyś
obawiałem
obawiałeś
obawiali
obawialiby
obawialibyście
obawialibyśmy
obawialiście
obawialiśmy
obawiało
obawiałoby
obawiały
obawiałyby
obawiałybyście
obawiałybyśmy
obawiałyście
obawiałyśmy
obawiam
obawiamy
obawiań
obawiania
obawianiach
obawianiami
obawianie
obawianiem
obawianiom
obawianiu
obawiano
obawiasz
obawie
obawo
obawom
obawy
obca
obcą
obcałować
obcałował
obcałowała
obcałowałaby
obcałowałabym
obcałowałabyś
obcałowałam
obcałowałaś
obcałowałby
obcałowałbym
obcałowałbyś
obcałowałem
obcałowałeś
obcałowali
obcałowaliby
obcałowalibyśmy
obcałowaliście
obcałowaliśmy
obcałowało
obcałowałoby
obcałowały
obcałowałyby
obcałowałybyśmy
obcałowałyście
obcałowałyśmy
obcałowań
obcałowana
obcałowaną
obcałowane
obcałowanego
obcałowanej
obcałowanemu
obcałowani
obcałowania
obcałowaniach
obcałowaniami
obcałowanie
obcałowaniem
obcałowaniom
obcałowaniu
obcałowano
obcałowany
obcałowanych
obcałowanym
obcałowanymi
obcałowawszy
obcałowuj
obcałowują
obcałowując
obcałowująca
obcałowującą
obcałowujące
obcałowującego
obcałowującej
obcałowującemu
obcałowujący
obcałowujących
obcałowującym
obcałowującymi
obcałowujcie
obcałowujcież
obcałowuje
obcałowuję
obcałowujecie
obcałowujemy
obcałowujesz
obcałowujmy
obcałowujmyż
obcałowujże
obcałowywać
obcałowywał
obcałowywała
obcałowywałaby
obcałowywałabym
obcałowywałabyś
obcałowywałam
obcałowywałaś
obcałowywałby
obcałowywałbym
obcałowywałbyś
obcałowywałem
obcałowywałeś
obcałowywali
obcałowywaliby
obcałowywaliśmy
obcałowywało
obcałowywałoby
obcałowywały
obcałowywałyby
obcałowywałyśmy
obcałowywań
obcałowywana
obcałowywaną
obcałowywane
obcałowywanego
obcałowywanej
obcałowywanemu
obcałowywani
obcałowywania
obcałowywaniach
obcałowywaniami
obcałowywanie
obcałowywaniem
obcałowywaniom
obcałowywaniu
obcałowywano
obcałowywany
obcałowywanych
obcałowywanym
obcałowywanymi
obcałuj
obcałują
obcałujcie
obcałujcież
obcałuje
obcałuję
obcałujecie
obcałujemy
obcałujesz
obcałujmy
obcałujmyż
obcałujże
obcas
obcasa
obcasach
obcasami
obcasem
obcasie
obcasik
obcasika
obcasikach
obcasikami
obcasiki
obcasikiem
obcasikom
obcasików
obcasikowa
obcasikową
obcasikowe
obcasikowego
obcasikowej
obcasikowemu
obcasikowi
obcasikowy
obcasikowych
obcasikowym
obcasikowymi
obcasiku
obcasisk
obcasiska
obcasiskach
obcasiskami
obcasiskiem
obcasisko
obcasiskom
obcasisków
obcasisku
obcasom
obcasów
obcasowa
obcasową
obcasowe
obcasowego
obcasowej
obcasowemu
obcasowi
obcasowo
obcasowy
obcasowych
obcasowym
obcasowymi
obcasy
obcążek
obcążkach
obcążkami
obcążki
obcążkom
obcążków
obcążkowa
obcążkową
obcążkowe
obcążkowego
obcążkowej
obcążkowemu
obcążkowi
obcążkowo
obcążkowy
obcążkowych
obcążkowym
obcążkowymi
obcążnic
obcążnica
obcążnicą
obcążnicach
obcążnicami
obcążnice
obcążnicę
obcążnico
obcążnicom
obcążnicy
obce
obcęgach
obcęgami
obcęgi
obcego
obcęgom
obcęgów
obcęgowa
obcęgową
obcęgowe
obcęgowego
obcęgowej
obcęgowemu
obcęgowi
obcęgowy
obcęgowych
obcęgowym
obcęgowymi
obcej
obcemu
obcerować
obcerował
obcerowała
obcerowałaby
obcerowałabym
obcerowałabyś
obcerowałam
obcerowałaś
obcerowałby
obcerowałbym
obcerowałbyś
obcerowałem
obcerowałeś
obcerowali
obcerowaliby
obcerowalibyśmy
obcerowaliście
obcerowaliśmy
obcerowało
obcerowałoby
obcerowały
obcerowałyby
obcerowałybyśmy
obcerowałyście
obcerowałyśmy
obcerowań
obcerowana
obcerowaną
obcerowane
obcerowanego
obcerowanej
obcerowanemu
obcerowani
obcerowania
obcerowaniach
obcerowaniami
obcerowanie
obcerowaniem
obcerowaniom
obcerowaniu
obcerowano
obcerowany
obcerowanych
obcerowanym
obcerowanymi
obcerowawszy
obceruj
obcerują
obcerujcie
obcerujcież
obceruje
obceruję
obcerujecie
obcerujemy
obcerujesz
obcerujmy
obcerujmyż
obcerujże
obces
obcesach
obcesami
obcesem
obcesie
obcesom
obcesów
obcesowa
obcesową
obcesowe
obcesowego
obcesowej
obcesowemu
obcesowi
obcesowo
obcesowość
obcesowości
obcesowością
obcesowościach
obcesowościami
obcesowościom
obcesowy
obcesowych
obcesowym
obcesowymi
obcesu
obcesy
obchód
obchodach
obchodami
obchodem
obchodom
obchodów
obchodowa
obchodową
obchodowe
obchodowego
obchodowej
obchodowemu
obchodowi
obchodowy
obchodowych
obchodowym
obchodowymi
obchodu
obchody
obchodź
obchodzą
obchodząc
obchodząca
obchodzącą
obchodzące
obchodzącego
obchodzącej
obchodzącemu
obchodzący
obchodzących
obchodzącym
obchodzącymi
obchodźcie
obchodźcież
obchodzę
obchodzeń
obchodzeni
obchodzenia
obchodzeniach
obchodzeniami
obchodzenie
obchodzeniem
obchodzeniom
obchodzeniu
obchodzi
obchodzić
obchodzicie
obchodzie
obchodził
obchodziła
obchodziłaby
obchodziłabym
obchodziłabyś
obchodziłam
obchodziłaś
obchodziłby
obchodziłbym
obchodziłbyś
obchodziłem
obchodziłeś
obchodzili
obchodziliby
obchodzilibyśmy
obchodziliście
obchodziliśmy
obchodziło
obchodziłoby
obchodziły
obchodziłyby
obchodziłybyśmy
obchodziłyście
obchodziłyśmy
obchodzimy
obchodzisz
obchodźmy
obchodźmyż
obchodzona
obchodzoną
obchodzone
obchodzonego
obchodzonej
obchodzonemu
obchodzono
obchodzony
obchodzonych
obchodzonym
obchodzonymi
obchodźże
obchwycie
obchwyt
obchwytach
obchwytami
obchwytem
obchwytom
obchwytów
obchwytowi
obchwytu
obchwyty
obciąć
obciach
obciachach
obciachami
obciachem
obciachom
obciachów
obciachowa
obciachową
obciachowe
obciachowego
obciachowej
obciachowemu
obciachowi
obciachowo
obciachowość
obciachowości
obciachowością
obciachowościom
obciachowy
obciachowych
obciachowym
obciachowymi
obciachu
obciachy
obciąg
obciąga
obciągać
obciągach
obciągacie
obciągacz
obciągacza
obciągaczach
obciągaczami
obciągaczce
obciągacze
obciągaczek
obciągaczem
obciągaczka
obciągaczką
obciągaczkach
obciągaczkami
obciągaczkę
obciągaczki
obciągaczko
obciągaczkom
obciągaczom
obciągaczów
obciągaczowi
obciągaczu
obciągaczy
obciągaj
obciągają
obciągając
obciągająca
obciągającą
obciągające
obciągającego
obciągającej
obciągającemu
obciągający
obciągających
obciągającym
obciągającymi
obciągajcie
obciągajcież
obciągajmy
obciągajmyż
obciągajże
obciągał
obciągała
obciągałaby
obciągałabym
obciągałabyś
obciągałam
obciągałaś
obciągałby
obciągałbym
obciągałbyś
obciągałem
obciągałeś
obciągali
obciągaliby
obciągalibyście
obciągalibyśmy
obciągaliście
obciągaliśmy
obciągało
obciągałoby
obciągały
obciągałyby
obciągałybyście
obciągałybyśmy
obciągałyście
obciągałyśmy
obciągam
obciągami
obciągamy
obciągań
obciągana
obciąganą
obciągane
obciąganego
obciąganej
obciąganemu
obciągani
obciągania
obciąganiach
obciąganiami
obciąganie
obciąganiem
obciąganiom
obciąganiu
obciągano
obciągany
obciąganych
obciąganym
obciąganymi
obciągar
obciągara
obciągarą
obciągarach
obciągarami
obciągarę
obciągaro
obciągarom
obciągary
obciągarze
obciągasz
obciągi
obciągiem
obciągną
obciągnąć
obciągnął
obciągnąłby
obciągnąłbym
obciągnąłbyś
obciągnąłem
obciągnąłeś
obciągnąwszy
obciągnę
obciągnęła
obciągnęłaby
obciągnęłabym
obciągnęłabyś
obciągnęłam
obciągnęłaś
obciągnęli
obciągnęliby
obciągnęlibyśmy
obciągnęliście
obciągnęliśmy
obciągnęło
obciągnęłoby
obciągnęły
obciągnęłyby
obciągnęłybyśmy
obciągnęłyście
obciągnęłyśmy
obciągnie
obciągnięć
obciągnięci
obciągnięcia
obciągnięciach
obciągnięciami
obciągniecie
obciągnięcie
obciągnięciem
obciągnięciom
obciągnięciu
obciągniemy
obciągniesz
obciągnięta
obciągniętą
obciągnięte
obciągniętego
obciągniętej
obciągniętemu
obciągnięto
obciągnięty
obciągniętych
obciągniętym
obciągniętymi
obciągnij
obciągnijcie
obciągnijcież
obciągnijmy
obciągnijmyż
obciągnijże
obciągnik
obciągnika
obciągnikach
obciągnikami
obciągniki
obciągnikiem
obciągnikom
obciągników
obciągnikowi
obciągniku
obciągom
obciągów
obciągowa
obciągową
obciągowe
obciągowego
obciągowej
obciągowemu
obciągowi
obciągowy
obciągowych
obciągowym
obciągowymi
obciągu
obciął
obciąłby
obciąłbym
obciąłbyś
obciąłem
obciąłeś
obciąwszy
obciąż
obciąża
obciążą
obciążać
obciążacie
obciążacz
obciążacza
obciążaczach
obciążaczami
obciążacze
obciążaczem
obciążaczom
obciążaczowi
obciążaczu
obciążaczy
obciążaj
obciążają
obciążając
obciążająca
obciążającą
obciążające
obciążającego
obciążającej
obciążającemu
obciążająco
obciążający
obciążających
obciążającym
obciążającymi
obciążajcie
obciążajcież
obciążajmy
obciążajmyż
obciążajże
obciążał
obciążała
obciążałaby
obciążałabym
obciążałabyś
obciążałam
obciążałaś
obciążałby
obciążałbym
obciążałbyś
obciążałem
obciążałeś
obciążali
obciążaliby
obciążalibyście
obciążalibyśmy
obciążaliście
obciążaliśmy
obciążalna
obciążalną
obciążalne
obciążalnego
obciążalnej
obciążalnemu
obciążalni
obciążalność
obciążalności
obciążalnością
obciążalnościom
obciążalny
obciążalnych
obciążalnym
obciążalnymi
obciążało
obciążałoby
obciążały
obciążałyby
obciążałybyście
obciążałybyśmy
obciążałyście
obciążałyśmy
obciążam
obciążamy
obciążań
obciążana
obciążaną
obciążane
obciążanego
obciążanej
obciążanemu
obciążani
obciążania
obciążaniach
obciążaniami
obciążanie
obciążaniem
obciążaniom
obciążaniu
obciążano
obciążany
obciążanych
obciążanym
obciążanymi
obciążasz
obciążcie
obciążcież
obciążę
obciążeń
obciążeni
obciążenia
obciążeniach
obciążeniami
obciążenie
obciążeniem
obciążeniom
obciążeniowa
obciążeniową
obciążeniowe
obciążeniowego
obciążeniowej
obciążeniowemu
obciążeniowi
obciążeniowy
obciążeniowych
obciążeniowym
obciążeniowymi
obciążeniu
obciążmy
obciążmyż
obciążnik
obciążnika
obciążnikach
obciążnikami
obciążniki
obciążnikiem
obciążnikom
obciążników
obciążnikowi
obciążniku
obciążona
obciążoną
obciążone
obciążonego
obciążonej
obciążonemu
obciążono
obciążony
obciążonych
obciążonym
obciążonymi
obciąży
obciążyć
obciążycie
obciążył
obciążyła
obciążyłaby
obciążyłabym
obciążyłabyś
obciążyłam
obciążyłaś
obciążyłby
obciążyłbym
obciążyłbyś
obciążyłem
obciążyłeś
obciążyli
obciążyliby
obciążylibyście
obciążylibyśmy
obciążyliście
obciążyliśmy
obciążyło
obciążyłoby
obciążyły
obciążyłyby
obciążyłybyście
obciążyłybyśmy
obciążyłyście
obciążyłyśmy
obciążymy
obciążysz
obciążywszy
obciążże
obciec
obcięć
obcięci
obcięcia
obcięciach
obcięciami
obcięcie
obcięciem
obcięciom
obcięciu
obciecz
obcieczcie
obcieczcież
obciecze
obcieczecie
obcieczemy
obcieczeń
obcieczeni
obcieczenia
obcieczeniach
obcieczeniami
obcieczenie
obcieczeniem
obcieczeniom
obcieczeniu
obcieczesz
obcieczmy
obcieczmyż
obcieczona
obcieczoną
obcieczone
obcieczonego
obcieczonej
obcieczonemu
obcieczono
obcieczony
obcieczonych
obcieczonym
obcieczonymi
obcieczże
obcieka
obcieką
obciekać
obciekacie
obciekaj
obciekają
obciekając
obciekająca
obciekającą
obciekające
obciekającego
obciekającej
obciekającemu
obciekający
obciekających
obciekającym
obciekającymi
obciekajcie
obciekajcież
obciekajmy
obciekajmyż
obciekajże
obciekał
obciekała
obciekałaby
obciekałabym
obciekałabyś
obciekałam
obciekałaś
obciekałby
obciekałbym
obciekałbyś
obciekałem
obciekałeś
obciekali
obciekaliby
obciekalibyście
obciekalibyśmy
obciekaliście
obciekaliśmy
obciekało
obciekałoby
obciekały
obciekałyby
obciekałybyście
obciekałybyśmy
obciekałyście
obciekałyśmy
obciekam
obciekamy
obciekań
obciekania
obciekaniach
obciekaniami
obciekanie
obciekaniem
obciekaniom
obciekaniu
obciekano
obciekasz
obciekę
obciekł
obciekła
obciekłą
obciekłaby
obciekłabym
obciekłabyś
obciekłam
obciekłaś
obciekłby
obciekłbym
obciekłbyś
obciekłe
obciekłego
obciekłej
obciekłem
obciekłemu
obciekłeś
obciekli
obciekliby
obcieklibyście
obcieklibyśmy
obciekliście
obciekliśmy
obciekło
obciekłoby
obciekłszy
obciekły
obciekłyby
obciekłybyście
obciekłybyśmy
obciekłych
obciekłym
obciekłymi
obciekłyście
obciekłyśmy
obciekną
obcieknąć
obcieknął
obcieknąłby
obcieknąłbym
obcieknąłbyś
obcieknąłem
obcieknąłeś
obcieknąwszy
obcieknę
obcieknie
obcieknięć
obcieknięci
obcieknięcia
obcieknięciach
obcieknięciami
obciekniecie
obcieknięcie
obcieknięciem
