ugada
ugaszczałem
ugaszczałeś
ugaszczali
ugaszczaliby
ugaszczalibyśmy
ugaszczaliście
ugaszczaliśmy
ugaszczało
ugaszczałoby
ugaszczały
ugaszczałyby
ugaszczałybyśmy
ugaszczałyście
ugaszczałyśmy
ugaszczam
ugaszczamy
ugaszczań
ugaszczana
ugaszczaną
ugaszczane
ugaszczanego
ugaszczanej
ugaszczanemu
ugaszczani
ugaszczania
ugaszczaniach
ugaszczaniami
ugaszczanie
ugaszczaniem
ugaszczaniom
ugaszczaniu
ugaszczano
ugaszczany
ugaszczanych
ugaszczanym
ugaszczanymi
ugaszczasz
ugaszę
ugaśże
ugaszeń
ugaszeni
ugaszenia
ugaszeniach
ugaszeniami
ugaszenie
ugaszeniem
ugaszeniom
ugaszeniu
ugaszona
ugaszoną
ugaszone
ugaszonego
ugaszonej
ugaszonemu
ugaszono
ugaszony
ugaszonych
ugaszonym
ugaszonymi
ugazowień
ugazowienia
ugazowieniach
ugazowieniami
ugazowienie
ugazowieniem
ugazowieniom
ugazowieniu
ugiąć
ugiął
ugiąłby
ugiąłbym
ugiąłbyś
ugiąłem
ugiąłeś
ugiąwszy
ugięć
ugięci
ugięcia
ugięciach
ugięciami
ugięcie
ugięciem
ugięciom
ugięciu
ugięła
ugięłaby
ugięłabym
ugięłabyś
ugięłam
ugięłaś
ugięli
ugięliby
ugięlibyście
ugięlibyśmy
ugięliście
ugięliśmy
ugięło
ugięłoby
ugięły
ugięłyby
ugięłybyście
ugięłybyśmy
ugięłyście
ugięłyśmy
ugier
ugięta
ugiętą
ugięte
ugiętego
ugiętej
ugiętemu
ugięto
ugięty
ugiętych
ugiętym
ugiętymi
ugija
ugina
uginać
uginacie
uginaj
uginają
uginając
uginająca
uginającą
uginające
uginającego
uginającej
uginającemu
uginający
uginających
uginającym
uginającymi
uginajcie
uginajcież
uginajmy
uginajmyż
uginajże
uginał
uginała
uginałaby
uginałabym
uginałabyś
uginałam
uginałaś
uginałby
uginałbym
uginałbyś
uginałem
uginałeś
uginali
uginaliby
uginalibyście
uginalibyśmy
uginaliście
uginaliśmy
uginało
uginałoby
uginały
uginałyby
uginałybyście
uginałybyśmy
uginałyście
uginałyśmy
uginam
uginamy
uginań
uginana
uginaną
uginane
uginanego
uginanej
uginanemu
uginani
uginania
uginaniach
uginaniami
uginanie
uginaniem
uginaniom
uginaniu
uginano
uginany
uginanych
uginanym
uginanymi
uginasz
ugładź
ugładza
ugładzą
ugładzać
ugładzacie
ugładzaj
ugładzają
ugładzając
ugładzająca
ugładzającą
ugładzające
ugładzającego
ugładzającej
ugładzającemu
ugładzający
ugładzających
ugładzającym
ugładzającymi
ugładzajcie
ugładzajcież
ugładzajmy
ugładzajmyż
ugładzajże
ugładzał
ugładzała
ugładzałaby
ugładzałabym
ugładzałabyś
ugładzałam
ugładzałaś
ugładzałby
ugładzałbym
ugładzałbyś
ugładzałem
ugładzałeś
ugładzali
ugładzaliby
ugładzalibyście
ugładzalibyśmy
ugładzaliście
ugładzaliśmy
ugładzało
ugładzałoby
ugładzały
ugładzałyby
ugładzałybyście
ugładzałybyśmy
ugładzałyście
ugładzałyśmy
ugładzam
ugładzamy
ugładzań
ugładzana
ugładzaną
ugładzane
ugładzanego
ugładzanej
ugładzanemu
ugładzani
ugładzania
ugładzaniach
ugładzaniami
ugładzanie
ugładzaniem
ugładzaniom
ugładzaniu
ugładzano
ugładzany
ugładzanych
ugładzanym
ugładzanymi
ugładzasz
ugładźcie
ugładźcież
ugładzę
ugładzeń
ugładzeni
ugładzenia
ugładzeniach
ugładzeniami
ugładzenie
ugładzeniem
ugładzeniom
ugładzeniu
ugładzi
ugładzić
ugładzicie
ugładził
ugładziła
ugładziłaby
ugładziłabym
ugładziłabyś
ugładziłam
ugładziłaś
ugładziłby
ugładziłbym
ugładziłbyś
ugładziłem
ugładziłeś
ugładzili
ugładziliby
ugładzilibyście
ugładzilibyśmy
ugładziliście
ugładziliśmy
ugładziło
ugładziłoby
ugładziły
ugładziłyby
ugładziłybyście
ugładziłybyśmy
ugładziłyście
ugładziłyśmy
ugładzimy
ugładzisz
ugładziwszy
ugładźmy
ugładźmyż
ugładzona
ugładzoną
ugładzone
ugładzonego
ugładzonej
ugładzonemu
ugładzono
ugładzony
ugładzonych
ugładzonym
ugładzonymi
ugładźże
ugłaska
ugłaskać
ugłaskacie
ugłaskaj
ugłaskają
ugłaskajcie
ugłaskajcież
ugłaskajmy
ugłaskajmyż
ugłaskajże
ugłaskał
ugłaskała
ugłaskałaby
ugłaskałabym
ugłaskałabyś
ugłaskałam
ugłaskałaś
ugłaskałby
ugłaskałbym
ugłaskałbyś
ugłaskałem
ugłaskałeś
ugłaskali
ugłaskaliby
ugłaskalibyście
ugłaskalibyśmy
ugłaskaliście
ugłaskaliśmy
ugłaskało
ugłaskałoby
ugłaskały
ugłaskałyby
ugłaskałybyście
ugłaskałybyśmy
ugłaskałyście
ugłaskałyśmy
ugłaskam
ugłaskamy
ugłaskań
ugłaskana
ugłaskaną
ugłaskane
ugłaskanego
ugłaskanej
ugłaskanemu
ugłaskani
ugłaskania
ugłaskaniach
ugłaskaniami
ugłaskanie
ugłaskaniem
ugłaskaniom
ugłaskaniu
ugłaskano
ugłaskany
ugłaskanych
ugłaskanym
ugłaskanymi
ugłaskasz
ugłaskawszy
ugłaskiwać
ugłaskiwał
ugłaskiwała
ugłaskiwałaby
ugłaskiwałabym
ugłaskiwałabyś
ugłaskiwałam
ugłaskiwałaś
ugłaskiwałby
ugłaskiwałbym
ugłaskiwałbyś
ugłaskiwałem
ugłaskiwałeś
ugłaskiwali
ugłaskiwaliby
ugłaskiwaliście
ugłaskiwaliśmy
ugłaskiwało
ugłaskiwałoby
ugłaskiwały
ugłaskiwałyby
ugłaskiwałyście
ugłaskiwałyśmy
ugłaskiwań
ugłaskiwana
ugłaskiwaną
ugłaskiwane
ugłaskiwanego
ugłaskiwanej
ugłaskiwanemu
ugłaskiwani
ugłaskiwania
ugłaskiwaniach
ugłaskiwaniami
ugłaskiwanie
ugłaskiwaniem
ugłaskiwaniom
ugłaskiwaniu
ugłaskiwano
ugłaskiwany
ugłaskiwanych
ugłaskiwanym
ugłaskiwanymi
ugłaskuj
ugłaskują
ugłaskując
ugłaskująca
ugłaskującą
ugłaskujące
ugłaskującego
ugłaskującej
ugłaskującemu
ugłaskujący
ugłaskujących
ugłaskującym
ugłaskującymi
ugłaskujcie
ugłaskujcież
ugłaskuje
ugłaskuję
ugłaskujecie
ugłaskujemy
ugłaskujesz
ugłaskujmy
ugłaskujmyż
ugłaskujże
ugłaszcz
ugłaszczą
ugłaszczcie
ugłaszczcież
ugłaszcze
ugłaszczę
ugłaszczecie
ugłaszczemy
ugłaszczesz
ugłaszczmy
ugłaszczmyż
ugłaszczże
ugną
ugnę
ugniata
ugniatać
ugniatacie
ugniatacz
ugniatacza
ugniataczach
ugniataczami
ugniatacze
ugniataczem
ugniataczom
ugniataczów
ugniataczowi
ugniataczu
ugniataczy
ugniataj
ugniatają
ugniatając
ugniatająca
ugniatającą
ugniatające
ugniatającego
ugniatającej
ugniatającemu
ugniatający
ugniatających
ugniatającym
ugniatającymi
ugniatajcie
ugniatajcież
ugniatajmy
ugniatajmyż
ugniatajże
ugniatał
ugniatała
ugniatałaby
ugniatałabym
ugniatałabyś
ugniatałam
ugniatałaś
ugniatałby
ugniatałbym
ugniatałbyś
ugniatałem
ugniatałeś
ugniatali
ugniataliby
ugniatalibyście
ugniatalibyśmy
ugniataliście
ugniataliśmy
ugniatało
ugniatałoby
ugniatały
ugniatałyby
ugniatałybyście
ugniatałybyśmy
ugniatałyście
ugniatałyśmy
ugniatam
ugniatamy
ugniatań
ugniatana
ugniataną
ugniatane
ugniatanego
ugniatanej
ugniatanemu
ugniatani
ugniatania
ugniataniach
ugniataniami
ugniatanie
ugniataniem
ugniataniom
ugniataniu
ugniatano
ugniatany
ugniatanych
ugniatanym
ugniatanymi
ugniatarce
ugniatarek
ugniatarka
ugniatarką
ugniatarkach
ugniatarkami
ugniatarkę
ugniatarki
ugniatarko
ugniatarkom
ugniatasz
ugnie
ugnieć
ugniećcie
ugniećcież
ugnieceń
ugnieceni
ugniecenia
ugnieceniach
ugnieceniami
ugniecenie
ugnieceniem
ugnieceniom
ugnieceniu
ugniecie
ugnieciecie
ugnieciemy
ugnieciesz
ugnieciona
ugniecioną
ugniecione
ugniecionego
ugniecionej
ugniecionemu
ugnieciono
ugnieciony
ugniecionych
ugniecionym
ugniecionymi
ugniećmy
ugniećmyż
ugniećże
ugniemy
ugnieść
ugniesz
ugnietli
ugnietliby
ugnietlibyście
ugnietlibyśmy
ugnietliście
ugnietliśmy
ugnij
ugnijcie
ugnijcież
ugnijmy
ugnijmyż
ugnijże
ugniotą
ugniotę
ugniótł
ugniotła
ugniotłaby
ugniotłabym
ugniotłabyś
ugniotłam
ugniotłaś
ugniótłby
ugniótłbym
ugniótłbyś
ugniotłem
ugniotłeś
ugniotło
ugniotłoby
ugniótłszy
ugniotły
ugniotłyby
ugniotłybyście
ugniotłybyśmy
ugniotłyście
ugniotłyśmy
ugnoi
ugnoić
ugnoicie
ugnoił
ugnoiła
ugnoiłaby
ugnoiłabym
ugnoiłabyś
ugnoiłam
ugnoiłaś
ugnoiłby
ugnoiłbym
ugnoiłbyś
ugnoiłem
ugnoiłeś
ugnoili
ugnoiliby
ugnoilibyście
ugnoilibyśmy
ugnoiliście
ugnoiliśmy
ugnoiło
ugnoiłoby
ugnoiły
ugnoiłyby
ugnoiłybyście
ugnoiłybyśmy
ugnoiłyście
ugnoiłyśmy
ugnoimy
ugnoisz
ugnoiwszy
ugnój
ugnoją
ugnójcie
ugnójcież
ugnoję
ugnojeń
ugnojeni
ugnojenia
ugnojeniach
ugnojeniami
ugnojenie
ugnojeniem
ugnojeniom
ugnojeniu
ugnójmy
ugnójmyż
ugnojona
ugnojoną
ugnojone
ugnojonego
ugnojonej
ugnojonemu
ugnojono
ugnojony
ugnojonych
ugnojonym
ugnojonymi
ugnójże
ugód
ugoda
ugodą
ugodach
ugodami
ugodę
ugodo
ugodom
ugodowa
ugodową
ugodowca
ugodowcach
ugodowcami
ugodowce
ugodowcem
ugodowcom
ugodowców
ugodowcowi
ugodowcu
ugodowcy
ugodowcze
ugodowe
ugodowego
ugodowej
ugodowemu
ugodowi
ugodowiec
ugodowo
ugodowość
ugodowości
ugodowością
ugodowościach
ugodowościami
ugodowościom
ugodowy
ugodowych
ugodowym
ugodowymi
ugody
ugódź
ugodzą
ugódźcie
ugódźcież
ugodzę
ugodzeń
ugodzeni
ugodzenia
ugodzeniach
ugodzeniami
ugodzenie
ugodzeniem
ugodzeniom
ugodzeniu
ugodzi
ugodzić
ugodzicie
ugodzie
ugodził
ugodziła
ugodziłaby
ugodziłabym
ugodziłabyś
ugodziłam
ugodziłaś
ugodziłby
ugodziłbym
ugodziłbyś
ugodziłem
ugodziłeś
ugodzili
ugodziliby
ugodzilibyście
ugodzilibyśmy
ugodziliście
ugodziliśmy
ugodziło
ugodziłoby
ugodziły
ugodziłyby
ugodziłybyście
ugodziłybyśmy
ugodziłyście
ugodziłyśmy
ugodzimy
ugodzisz
ugodziwszy
ugódźmy
ugódźmyż
ugodzona
ugodzoną
ugodzone
ugodzonego
ugodzonej
ugodzonemu
ugodzono
ugodzony
ugodzonych
ugodzonym
ugodzonymi
ugódźże
ugór
ugorach
ugorami
ugorek
ugorem
ugorka
ugorkach
ugorkami
ugorki
ugorkiem
ugorkom
ugorków
ugorkowi
ugorku
ugorom
ugorów
ugorowa
ugorową
ugorować
ugorował
ugorowała
ugorowałaby
ugorowałabym
ugorowałabyś
ugorowałam
ugorowałaś
ugorowałby
ugorowałbym
ugorowałbyś
ugorowałem
ugorowałeś
ugorowali
ugorowaliby
ugorowalibyście
ugorowalibyśmy
ugorowaliście
ugorowaliśmy
ugorowało
ugorowałoby
ugorowały
ugorowałyby
ugorowałybyście
ugorowałybyśmy
ugorowałyście
ugorowałyśmy
ugorowań
ugorowana
ugorowaną
ugorowane
ugorowanego
ugorowanej
ugorowanemu
ugorowani
ugorowania
ugorowaniach
ugorowaniami
ugorowanie
ugorowaniem
ugorowaniom
ugorowaniu
ugorowano
ugorowany
ugorowanych
ugorowanym
ugorowanymi
ugorówce
ugorowe
ugorowego
ugorowej
ugorówek
ugorowemu
ugorowi
ugorówka
ugorówką
ugorówkach
ugorówkami
ugorówkę
ugorówki
ugorówko
ugorówkom
ugorowy
ugorowych
ugorowym
ugorowymi
ugoru
ugoruj
ugorują
ugorując
ugorująca
ugorującą
ugorujące
ugorującego
ugorującej
ugorującemu
ugorujący
ugorujących
ugorującym
ugorującymi
ugorujcie
ugorujcież
ugoruje
ugoruję
ugorujecie
ugorujemy
ugorujesz
ugorujmy
ugorujmyż
ugorujże
ugory
ugorze
ugorzysk
ugorzyska
ugorzyskach
ugorzyskami
ugorzyskiem
ugorzysko
ugorzyskom
ugorzysku
ugość
ugośćcie
ugośćcież
ugości
ugościć
ugościcie
ugościł
ugościła
ugościłaby
ugościłabym
ugościłabyś
ugościłam
ugościłaś
ugościłby
ugościłbym
ugościłbyś
ugościłem
ugościłeś
ugościli
ugościliby
ugościlibyście
ugościlibyśmy
ugościliście
ugościliśmy
ugościło
ugościłoby
ugościły
ugościłyby
ugościłybyście
ugościłybyśmy
ugościłyście
ugościłyśmy
ugościmy
ugościsz
ugościwszy
ugośćmy
ugośćmyż
ugośćże
ugoszczą
ugoszczę
ugoszczeń
ugoszczeni
ugoszczenia
ugoszczeniach
ugoszczeniami
ugoszczenie
ugoszczeniem
ugoszczeniom
ugoszczeniu
ugoszczona
ugoszczoną
ugoszczone
ugoszczonego
ugoszczonej
ugoszczonemu
ugoszczono
ugoszczony
ugoszczonych
ugoszczonym
ugoszczonymi
ugotować
ugotował
ugotowała
ugotowałaby
ugotowałabym
ugotowałabyś
ugotowałam
ugotowałaś
ugotowałby
ugotowałbym
ugotowałbyś
ugotowałem
ugotowałeś
ugotowali
ugotowaliby
ugotowalibyście
ugotowalibyśmy
ugotowaliście
ugotowaliśmy
ugotowało
ugotowałoby
ugotowały
ugotowałyby
ugotowałybyście
ugotowałybyśmy
ugotowałyście
ugotowałyśmy
ugotowań
ugotowana
ugotowaną
ugotowane
ugotowanego
ugotowanej
ugotowanemu
ugotowani
ugotowania
ugotowaniach
ugotowaniami
ugotowanie
ugotowaniem
ugotowaniom
ugotowaniu
ugotowano
ugotowany
ugotowanych
ugotowanym
ugotowanymi
ugotowawszy
ugotuj
ugotują
ugotujcie
ugotujcież
ugotuje
ugotuję
ugotujecie
ugotujemy
ugotujesz
ugotujmy
ugotujmyż
ugotujże
ugra
ugrab
ugrabcie
ugrabcież
ugrabi
ugrabia
ugrabią
ugrabiać
ugrabiacie
ugrabiaj
ugrabiają
ugrabiając
ugrabiająca
ugrabiającą
ugrabiające
ugrabiającego
ugrabiającej
ugrabiającemu
ugrabiający
ugrabiających
ugrabiającym
ugrabiającymi
ugrabiajcie
ugrabiajcież
ugrabiajmy
ugrabiajmyż
ugrabiajże
ugrabiał
ugrabiała
ugrabiałaby
ugrabiałabym
ugrabiałabyś
ugrabiałam
ugrabiałaś
ugrabiałby
ugrabiałbym
ugrabiałbyś
ugrabiałem
ugrabiałeś
ugrabiali
ugrabialiby
ugrabialibyście
ugrabialibyśmy
ugrabialiście
ugrabialiśmy
ugrabiało
ugrabiałoby
ugrabiały
ugrabiałyby
ugrabiałybyście
ugrabiałybyśmy
ugrabiałyście
ugrabiałyśmy
ugrabiam
ugrabiamy
ugrabiań
ugrabiana
ugrabianą
ugrabiane
ugrabianego
ugrabianej
ugrabianemu
ugrabiani
ugrabiania
ugrabianiach
ugrabianiami
ugrabianie
ugrabianiem
ugrabianiom
ugrabianiu
ugrabiano
ugrabiany
ugrabianych
ugrabianym
ugrabianymi
ugrabiasz
ugrabić
ugrabicie
ugrabię
ugrabień
ugrabieni
ugrabienia
ugrabieniach
ugrabieniami
ugrabienie
ugrabieniem
ugrabieniom
ugrabieniu
ugrabił
ugrabiła
ugrabiłaby
ugrabiłabym
ugrabiłabyś
ugrabiłam
ugrabiłaś
ugrabiłby
ugrabiłbym
ugrabiłbyś
ugrabiłem
ugrabiłeś
ugrabili
ugrabiliby
ugrabilibyście
ugrabilibyśmy
ugrabiliście
ugrabiliśmy
ugrabiło
ugrabiłoby
ugrabiły
ugrabiłyby
ugrabiłybyście
ugrabiłybyśmy
ugrabiłyście
ugrabiłyśmy
ugrabimy
ugrabiona
ugrabioną
ugrabione
ugrabionego
ugrabionej
ugrabionemu
ugrabiono
ugrabiony
ugrabionych
ugrabionym
ugrabionymi
ugrabisz
ugrabiwszy
ugrabmy
ugrabmyż
ugrabże
ugrać
ugrach
ugracie
ugracować
ugracował
ugracowała
ugracowałaby
ugracowałabym
ugracowałabyś
ugracowałam
ugracowałaś
ugracowałby
ugracowałbym
ugracowałbyś
ugracowałem
ugracowałeś
ugracowali
ugracowaliby
ugracowalibyśmy
ugracowaliście
ugracowaliśmy
ugracowało
ugracowałoby
ugracowały
ugracowałyby
ugracowałybyśmy
ugracowałyście
ugracowałyśmy
ugracowań
ugracowana
ugracowaną
ugracowane
ugracowanego
ugracowanej
ugracowanemu
ugracowani
ugracowania
ugracowaniach
ugracowaniami
ugracowanie
ugracowaniem
ugracowaniom
ugracowaniu
ugracowano
ugracowany
ugracowanych
ugracowanym
ugracowanymi
ugracowawszy
ugracuj
ugracują
ugracujcie
ugracujcież
ugracuje
ugracuję
ugracujecie
ugracujemy
ugracujesz
ugracujmy
ugracujmyż
ugracujże
ugraj
ugrają
ugrajcie
ugrajcież
ugrajmy
ugrajmyż
ugrajże
ugrał
ugrała
ugrałaby
ugrałabym
ugrałabyś
ugrałam
ugrałaś
ugrałby
ugrałbym
ugrałbyś
ugrałem
ugrałeś
ugrali
ugraliby
ugralibyście
ugralibyśmy
ugraliście
ugraliśmy
ugrało
ugrałoby
ugrały
ugrałyby
ugrałybyście
ugrałybyśmy
ugrałyście
ugrałyśmy
ugram
ugrami
ugramy
ugrań
ugrana
ugraną
ugrane
ugranego
ugranej
ugranemu
ugrani
ugrania
ugraniach
ugraniami
ugranie
ugraniem
ugraniom
ugraniu
ugrano
ugrany
ugranych
ugranym
ugranymi
ugrasz
ugrawszy
ugrem
ugrillować
ugrillował
ugrillowała
