głąb
gładźmyż
gładzona
gładzoną
gładzone
gładzonego
gładzonej
gładzonemu
gładzono
gładzony
gładzonych
gładzonym
gładzonymi
gładźże
głagolic
głagolica
głagolicą
głagolicach
głagolicami
głagoliccy
głagolice
głagolicę
głagolicka
głagolicką
głagolicki
głagolickich
głagolickie
głagolickiego
głagolickiej
głagolickiemu
głagolickim
głagolickimi
głagolicko
głagolickość
głagolickości
głagolickością
głagolickościom
głagolicku
głagolico
głagolicom
głagolicy
głask
głaska
głaskać
głaskach
głaskacie
głaskaj
głaskają
głaskając
głaskająca
głaskającą
głaskające
głaskającego
głaskającej
głaskającemu
głaskający
głaskających
głaskającym
głaskającymi
głaskajcie
głaskajcież
głaskajmy
głaskajmyż
głaskajże
głaskał
głaskała
głaskałaby
głaskałabym
głaskałabyś
głaskałam
głaskałaś
głaskałby
głaskałbym
głaskałbyś
głaskałem
głaskałeś
głaskali
głaskaliby
głaskalibyście
głaskalibyśmy
głaskaliście
głaskaliśmy
głaskało
głaskałoby
głaskały
głaskałyby
głaskałybyście
głaskałybyśmy
głaskałyście
głaskałyśmy
głaskam
głaskami
głaskamy
głaskań
głaskana
głaskaną
głaskane
głaskanego
głaskanej
głaskanemu
głaskani
głaskania
głaskaniach
głaskaniami
głaskanie
głaskaniem
głaskaniom
głaskaniu
głaskano
głaskany
głaskanych
głaskanym
głaskanymi
głaskasz
głaski
głaskiem
głaskom
głasków
głaskowi
głasku
głasną
głasnąć
głasnął
głasnąłby
głasnąłbym
głasnąłbyś
głasnąłem
głasnąłeś
głasnąwszy
głasnę
głasnęła
głasnęłaby
głasnęłabym
głasnęłabyś
głasnęłam
głasnęłaś
głasnęli
głasnęliby
głasnęlibyście
głasnęlibyśmy
głasnęliście
głasnęliśmy
głasnęło
głasnęłoby
głasnęły
głasnęłyby
głasnęłybyście
głasnęłybyśmy
głasnęłyście
głasnęłyśmy
głaśnie
głaśnięć
głaśnięci
głaśnięcia
głaśnięciach
głaśnięciami
głaśniecie
głaśnięcie
głaśnięciem
głaśnięciom
głaśnięciu
głaśniemy
głaśniesz
głaśnięta
głaśniętą
głaśnięte
głaśniętego
głaśniętej
głaśniętemu
głaśnięto
głaśnięty
głaśniętych
głaśniętym
głaśniętymi
głaśnij
głaśnijcie
głaśnijcież
głaśnijmy
głaśnijmyż
głaśnijże
głasnost
głasnosti
głasnostią
głasnostiach
głasnostiami
głasnostiom
głaszcz
głaszczą
głaszcząc
głaszcząca
głaszczącą
głaszczące
głaszczącego
głaszczącej
głaszczącemu
głaszczący
głaszczących
głaszczącym
głaszczącymi
głaszczce
głaszczcie
głaszczcież
głaszcze
głaszczę
głaszczecie
głaszczek
głaszczemy
głaszczesz
głaszczka
głaszczką
głaszczkach
głaszczkami
głaszczkę
głaszczki
głaszczkiem
głaszczko
głaszczkom
głaszczków
głaszczkowa
głaszczkową
głaszczkowe
głaszczkowego
głaszczkowej
głaszczkowemu
głaszczkowi
głaszczkowy
głaszczkowych
głaszczkowym
głaszczkowymi
głaszczku
głaszczmy
głaszczmyż
głaszczyn
głaszczyna
głaszczynach
głaszczynami
głaszczynem
głaszczynie
głaszczynom
głaszczynów
głaszczynowi
głaszczyny
głaszczże
głaz
głazach
głazami
głazem
głazie
głazik
głazika
głazikach
głazikami
głaziki
głazikiem
głazikom
głazików
głazikowi
głaziku
głazom
głazów
głazowa
głazową
głazowaci
głazowata
głazowatą
głazowate
głazowatego
głazowatej
głazowatemu
głazowaty
głazowatych
głazowatym
głazowatymi
głazowe
głazowego
głazowej
głazowemu
głazowi
głazowy
głazowych
głazowym
głazowymi
głazu
głazy
głęb
głębcie
głębcież
głębi
głębia
głębią
głębiąc
głębiąca
głębiącą
głębiące
głębiącego
głębiącej
głębiącemu
głębiach
głębiący
głębiących
głębiącym
głębiącymi
głębiami
głębić
głębicie
głębie
głębię
głębiej
głębień
głębieni
głębienia
głębieniach
głębieniami
głębienie
głębieniem
głębieniom
głębieniu
głębij
głębijcie
głębijcież
głębijmy
głębijmyż
głębijże
głębił
głębiła
głębiłaby
głębiłabym
głębiłabyś
głębiłam
głębiłaś
głębiłby
głębiłbym
głębiłbyś
głębiłem
głębiłeś
głębili
głębiliby
głębilibyście
głębilibyśmy
głębiliście
głębiliśmy
głębiło
głębiłoby
głębiły
głębiłyby
głębiłybyście
głębiłybyśmy
głębiłyście
głębiłyśmy
głębimy
głębin
głębina
głębiną
głębinach
głębinami
głębinę
głębinie
głębino
głębinom
głębinomierz
głębinomierza
głębinomierzach
głębinomierzami
głębinomierze
głębinomierzem
głębinomierzom
głębinomierzów
głębinomierzowi
głębinomierzu
głębinomierzy
głębinowa
głębinową
głębinowca
głębinowcach
głębinowcami
głębinowce
głębinowcem
głębinowcom
głębinowców
głębinowcowi
głębinowcu
głębinowe
głębinowego
głębinowej
głębinowemu
głębinowi
głębinowiec
głębinowo
głębinowy
głębinowych
głębinowym
głębinowymi
głębiny
głębio
głębiom
głębiona
głębioną
głębione
głębionego
głębionej
głębionemu
głębiono
głębiony
głębionych
głębionym
głębionymi
głębiowa
głębiową
głębiowe
głębiowego
głębiowej
głębiowemu
głębiowi
głębiowy
głębiowych
głębiowym
głębiowymi
głębisz
głębmy
głębmyż
głębocy
głębocznic
głębocznica
głębocznicą
głębocznicach
głębocznicami
głębocznice
głębocznicę
głębocznico
głębocznicom
głębocznicy
głęboczyzn
głęboczyzna
głęboczyzną
głęboczyznach
głęboczyznami
głęboczyznę
głęboczyźnie
głęboczyzno
głęboczyznom
głęboczyzny
głęboka
głęboką
głęboki
głębokich
głębokie
głębokiego
głębokiej
głębokiemu
głębokim
głębokimi
głęboko
głębokomorscy
głębokomorska
głębokomorską
głębokomorski
głębokomorskich
głębokomorskie
głębokomorskiej
głębokomorskim
głębokomorskimi
głębokomorsko
głębokomorskość
głębokomorsku
głębokość
głębokości
głębokością
głębokościach
głębokościami
głębokościom
głębokościowa
głębokościową
głębokościowe
głębokościowego
głębokościowej
głębokościowemu
głębokościowi
głębokościowy
głębokościowych
głębokościowym
głębokościowymi
głębokowodna
głębokowodną
głębokowodne
głębokowodnego
głębokowodnej
głębokowodnemu
głębokowodni
głębokowodny
głębokowodnych
głębokowodnym
głębokowodnymi
głębosz
głębosza
głęboszach
głęboszami
głębosze
głęboszem
głęboszom
głęboszów
głęboszować
głęboszował
głęboszowała
głęboszowałaby
głęboszowałabym
głęboszowałabyś
głęboszowałam
głęboszowałaś
głęboszowałby
głęboszowałbym
głęboszowałbyś
głęboszowałem
głęboszowałeś
głęboszowali
głęboszowaliby
głęboszowaliśmy
głęboszowało
głęboszowałoby
głęboszowały
głęboszowałyby
głęboszowałyśmy
głęboszowań
głęboszowana
głęboszowaną
głęboszowane
głęboszowanego
głęboszowanej
głęboszowanemu
głęboszowani
głęboszowania
głęboszowaniach
głęboszowaniami
głęboszowanie
głęboszowaniem
głęboszowaniom
głęboszowaniu
głęboszowano
głęboszowany
głęboszowanych
głęboszowanym
głęboszowanymi
głęboszowi
głęboszu
głęboszuj
głęboszują
głęboszując
głęboszująca
głęboszującą
głęboszujące
głęboszującego
głęboszującej
głęboszującemu
głęboszujący
głęboszujących
głęboszującym
głęboszującymi
głęboszujcie
głęboszujcież
głęboszuje
głęboszuję
głęboszujecie
głęboszujemy
głęboszujesz
głęboszujmy
głęboszujmyż
głęboszujże
głęboszy
głębsi
głębsza
głębszą
głębsze
głębszego
głębszej
głębszemu
głębszy
głębszych
głębszym
głębszymi
głębże
głód
głodach
głodami
głodek
głodem
głodka
głodkach
głodkami
głodki
głodkiem
głodkom
głodków
głodkowi
głodku
głodna
głodną
głodnawa
głodnawą
głodnawe
głodnawego
głodnawej
głodnawemu
głodnawi
głodnawo
głodnawość
głodnawości
głodnawością
głodnawościach
głodnawościami
głodnawościom
głodnawy
głodnawych
głodnawym
głodnawymi
głodne
głodnego
głodnej
głodnemu
głodni
głodniak
głodniaka
głodniakach
głodniakami
głodniaki
głodniakiem
głodniakom
głodniaków
głodniakowi
głodniaku
głodniał
głodniała
głodniałaby
głodniałabym
głodniałabyś
głodniałam
głodniałaś
głodniałby
głodniałbym
głodniałbyś
głodniałem
głodniałeś
głodniało
głodniałoby
głodniały
głodniałyby
głodniałybyście
głodniałybyśmy
głodniałyście
głodniałyśmy
głodniano
głodnie
głodnieć
głodniej
głodnieją
głodniejąc
głodniejąca
głodniejącą
głodniejące
głodniejącego
głodniejącej
głodniejącemu
głodniejący
głodniejących
głodniejącym
głodniejącymi
głodniejcie
głodniejcież
głodnieje
głodnieję
głodniejecie
głodniejemy
głodniejesz
głodniejmy
głodniejmyż
głodniejsi
głodniejsza
głodniejszą
głodniejsze
głodniejszego
głodniejszej
głodniejszemu
głodniejszy
głodniejszych
głodniejszym
głodniejszymi
głodniejże
głodnieli
głodnieliby
głodnielibyście
głodnielibyśmy
głodnieliście
głodnieliśmy
głodnień
głodnienia
głodnieniach
głodnieniami
głodnienie
głodnieniem
głodnieniom
głodnieniu
głodniutcy
głodniutka
głodniutką
głodniutki
głodniutkich
głodniutkie
głodniutkiego
głodniutkiej
głodniutkiemu
głodniutkim
głodniutkimi
głodno
głodny
głodnych
głodnym
głodnymi
głodom
głodomór
głodomora
głodomorach
głodomorami
głodomorce
głodomorek
głodomorem
głodomorka
głodomorką
głodomorkach
głodomorkami
głodomorkę
głodomorki
głodomorkiem
głodomorko
głodomorkom
głodomorków
głodomorkowi
głodomorku
głodomorom
głodomorów
głodomorowi
głodomory
głodomorze
głodomorzy
głodów
głodowa
głodową
głodować
głodował
głodowała
głodowałaby
głodowałabym
głodowałabyś
głodowałam
głodowałaś
głodowałby
głodowałbym
głodowałbyś
głodowałem
głodowałeś
głodowali
głodowaliby
głodowalibyście
głodowalibyśmy
głodowaliście
głodowaliśmy
głodowało
głodowałoby
głodowały
głodowałyby
głodowałybyście
głodowałybyśmy
głodowałyście
głodowałyśmy
głodowań
głodowania
głodowaniach
głodowaniami
głodowanie
głodowaniem
głodowaniom
głodowaniu
głodowano
głodówce
głodowe
głodowego
głodowej
głodówek
głodowemu
głodowi
głodówka
głodówką
głodówkach
głodówkami
głodówkę
głodówki
głodówko
głodówkom
głodówkowa
głodówkową
głodówkowe
głodówkowego
głodówkowej
głodówkowemu
głodówkowi
głodówkowicz
głodówkowicza
głodówkowiczach
głodówkowiczami
głodówkowiczce
głodówkowicze
głodówkowiczek
głodówkowiczem
głodówkowiczka
głodówkowiczką
głodówkowiczkę
głodówkowiczki
głodówkowiczko
głodówkowiczkom
głodówkowiczom
głodówkowiczów
głodówkowiczowi
głodówkowiczu
głodówkowy
głodówkowych
głodówkowym
głodówkowymi
głodowo
głodowy
głodowych
głodowym
głodowymi
głodu
głoduj
głodują
głodując
głodująca
głodującą
głodujące
głodującego
głodującej
głodującemu
głodujący
głodujących
głodującym
głodującymi
głodujcie
głodujcież
głoduje
głoduję
głodujecie
głodujemy
głodujesz
głodujmy
głodujmyż
głodujże
głody
głodź
głódź
głodzą
głodząc
głodząca
głodzącą
głodzące
głodzącego
głodzącej
głodzącemu
głodzący
głodzących
głodzącym
głodzącymi
głodźcie
głódźcie
głodźcież
głódźcież
głodzę
głodzeń
głodzeni
głodzenia
głodzeniach
głodzeniami
głodzenie
głodzeniem
głodzeniom
głodzeniu
głodzi
głodzić
głodzicie
głodzie
głodził
głodziła
głodziłaby
głodziłabym
głodziłabyś
głodziłam
głodziłaś
głodziłby
głodziłbym
głodziłbyś
głodziłem
głodziłeś
głodzili
głodziliby
głodzilibyście
głodzilibyśmy
głodziliście
głodziliśmy
głodziło
głodziłoby
głodziły
głodziłyby
głodziłybyście
głodziłybyśmy
głodziłyście
głodziłyśmy
głodzimy
głodzisz
głodźmy
głódźmy
głodźmyż
głódźmyż
głodzona
głodzoną
głodzone
głodzonego
głodzonej
głodzonemu
głodzono
głodzony
głodzonych
głodzonym
głodzonymi
głodźże
głódźże
głóg
głogach
głogami
głogi
głogiem
głogom
głogów
głogowa
głogową
głogowca
głogowcach
głogowcami
głogowce
głogowcem
głogowcom
głogowców
głogowcowi
głogowcu
głogówczan
głogówczanach
głogówczanami
głogówczance
głogówczanek
głogówczanie
głogówczanin
głogówczanina
głogówczaninem
głogówczaninie
głogówczaninowi
głogówczanka
głogówczanką
głogówczankach
głogówczankami
głogówczankę
głogówczanki
głogówczanko
głogówczankom
głogówczanom
głogówczany
głogowe
głogóweccy
głogówecka
głogówecką
głogówecki
głogóweckich
głogóweckie
głogóweckiego
głogóweckiej
głogóweckiemu
głogóweckim
głogóweckimi
głogówecko
głogówecku
głogowego
głogowej
głogowemu
głogowi
głogowian
głogowianach
głogowianami
głogowiance
głogowianek
głogowianie
głogowianin
głogowianina
głogowianinem
głogowianinie
głogowianinowi
głogowianka
głogowianką
głogowiankach
głogowiankami
głogowiankę
głogowianki
głogowianko
głogowiankom
głogowianom
głogowiany
głogowiec
głogownik
głogownika
głogownikach
głogownikami
głogowniki
głogownikiem
głogownikom
głogowników
głogownikowi
głogowniku
głogowscy
głogowska
głogowską
głogowski
głogowskich
głogowskie
głogowskiego
głogowskiej
głogowskiemu
głogowskim
głogowskimi
głogowsko
głogowskość
głogowskości
głogowskością
głogowskościach
głogowskościami
głogowskościom
głogowsku
głogowy
głogowych
głogowym
głogowymi
głogu
głos
głoś
głosach
głosami
głosce
głoście
głoścież
głosek
głosem
głosi
głosić
głosicie
głosiciel
głosiciela
głosicielach
głosicielami
głosicielce
głosiciele
głosicielek
głosicielem
głosicieli
głosicielka
głosicielką
głosicielkach
głosicielkami
głosicielkę
głosicielki
głosicielko
głosicielkom
głosicielom
głosicielowi
głosicielu
głosie
głosik
głosikach
głosikami
głosiki
głosikiem
głosikom
głosików
głosikowi
głosiku
głosił
głosiła
głosiłaby
głosiłabym
głosiłabyś
głosiłam
głosiłaś
głosiłby
głosiłbym
głosiłbyś
głosiłem
głosiłeś
głosili
głosiliby
głosilibyście
głosilibyśmy
głosiliście
głosiliśmy
głosiło
głosiłoby
głosiły
głosiłyby
głosiłybyście
głosiłybyśmy
głosiłyście
głosiłyśmy
głosimy
głosisk
głosiska
głosiskach
głosiskami
głosiskiem
głosisko
głosiskom
głosisku
głosisz
głoska
głoską
głoskach
głoskami
głoskę
głoski
głosko
głoskom
głoskowa
głoskową
głoskowca
głoskowcach
głoskowcami
głoskowce
głoskowcem
głoskowcom
głoskowców
głoskowcowi
głoskowcu
głoskowe
głoskowego
głoskowej
głoskowemu
głoskowi
głoskowiec
głoskowni
głoskownia
głoskownią
głoskowniach
głoskowniami
głoskownie
głoskownię
głoskownio
głoskowniom
głoskowo
głoskowscy
głoskowska
głoskowską
głoskowski
głoskowskich
głoskowskie
głoskowskiego
głoskowskiej
głoskowskiemu
głoskowskim
głoskowskimi
głoskowsko
głoskowsku
głoskowy
głoskowych
głoskowym
głoskowymi
głośmy
głośmyż
głośna
głośną
głośnawa
głośnawą
głośnawe
głośnawego
głośnawej
głośnawemu
głośnawi
głośnawo
głośnawy
głośnawych
głośnawym
głośnawymi
głośne
głośnego
głośnej
głośnemu
głośni
głośnia
głośnią
głośniach
głośniami
głośniczek
głośniczka
głośniczkach
głośniczkami
głośniczki
głośniczkiem
głośniczkom
głośniczków
głośniczkowi
głośniczku
głośnie
głośnię
głośniej
głośniejsi
głośniejsza
głośniejszą
głośniejsze
głośniejszego
głośniejszej
głośniejszemu
głośniejszy
głośniejszych
głośniejszym
głośniejszymi
głośnik
głośnika
głośnikach
głośnikami
głośniki
głośnikiem
głośnikom
głośników
głośnikowa
głośnikową
głośnikowe
głośnikowego
głośnikowej
głośnikowemu
głośnikowi
głośnikowy
głośnikowych
głośnikowym
głośnikowymi
głośniku
głośnio
głośniom
głośniowa
głośniową
głośniowe
głośniowego
głośniowej
głośniowemu
głośniowi
głośniowy
głośniowych
głośniowym
głośniowymi
głośno
głośnomówiąca
głośnomówiącą
głośnomówiące
głośnomówiącego
głośnomówiącej
głośnomówiącemu
głośnomówiący
głośnomówiących
głośnomówiącym
głośnomówiącymi
głośność
głośności
głośnością
głośnościach
głośnościami
głośnościom
głośny
głośnych
głośnym
głośnymi
głosom
głosotwórcza
głosotwórczą
głosotwórcze
głosotwórczego
głosotwórczej
głosotwórczemu
głosotwórczy
głosotwórczych
głosotwórczym
głosotwórczymi
głosów
głosowa
głosową
głosować
głosował
głosowała
głosowałaby
głosowałabym
głosowałabyś
głosowałam
głosowałaś
głosowałby
głosowałbym
głosowałbyś
głosowałem
głosowałeś
głosowali
głosowaliby
głosowalibyście
głosowalibyśmy
głosowaliście
głosowaliśmy
głosowało
głosowałoby
głosowały
głosowałyby
głosowałybyście
głosowałybyśmy
głosowałyście
głosowałyśmy
głosowań
głosowana
głosowaną
głosowane
głosowanego
głosowanej
głosowanemu
głosowani
głosowania
głosowaniach
głosowaniami
głosowanie
głosowaniem
głosowaniom
głosowaniu
głosowano
głosowany
głosowanych
głosowanym
głosowanymi
głosowe
głosowego
głosowej
głosowemu
głosowi
głosowni
głosownia
głosownią
głosowniach
głosowniami
głosownie
głosownię
głosownio
głosowniom
głosowo
głosowy
głosowych
głosowym
głosowymi
głosu
głosuj
głosują
głosując
głosująca
głosującą
głosujące
głosującego
głosującej
głosującemu
głosujący
głosujących
głosującym
głosującymi
głosujcie
głosujcież
głosuje
głosuję
głosujecie
głosujemy
głosujesz
głosujmy
głosujmyż
głosujże
głosy
głoszą
głosząc
głosząca
głoszącą
głoszące
głoszącego
głoszącej
głoszącemu
głoszący
głoszących
głoszącym
głoszącymi
głoszę
głośże
głoszeń
głoszeni
głoszenia
głoszeniach
głoszeniami
głoszenie
głoszeniem
głoszeniom
głoszeniu
głoszona
głoszoną
głoszone
głoszonego
głoszonej
głoszonemu
głoszono
głoszony
głoszonych
głoszonym
głoszonymi
głów
głowa
głową
głowach
głowacic
głowacica
głowacicą
głowacicach
głowacicami
głowacice
głowacicę
głowacico
głowacicom
głowacicy
głowacz
głowacza
głowaczach
głowaczami
głowacze
głowaczek
głowaczem
głowaczka
głowaczkach
głowaczkami
głowaczki
głowaczkiem
głowaczkom
głowaczków
głowaczkowi
głowaczku
głowaczom
głowaczów
głowaczowaci
głowaczowata
głowaczowatą
głowaczowate
głowaczowatego
głowaczowatej
głowaczowatemu
głowaczowaty
głowaczowatych
głowaczowatym
głowaczowatymi
głowaczowi
głowaczowscy
głowaczowska
głowaczowską
głowaczowski
głowaczowskich
głowaczowskie
głowaczowskiego
głowaczowskiej
głowaczowskiemu
głowaczowskim
głowaczowskimi
głowaczowsko
głowaczowskość
głowaczowskości
głowaczowsku
głowaczu
głowaczy
głowami
główce
główcie
główcież
główczyccy
główczycka
główczycką
główczycki
główczyckich
główczyckie
główczyckiego
główczyckiej
główczyckiemu
główczyckim
główczyckimi
główczycko
główczyckość
główczyckości
główczyckością
główczyckościom
główczycku
główczyzn
główczyzna
główczyzną
główczyznach
główczyznami
główczyznę
główczyźnie
główczyzno
główczyznom
główczyzny
głowę
główeczce
główeczek
główeczka
główeczką
główeczkach
główeczkami
główeczkę
główeczki
główeczko
główeczkom
główek
głowi
głowią
głowiąc
głowiąca
głowiącą
głowiące
głowiącego
głowiącej
głowiącemu
głowiący
głowiących
głowiącym
głowiącymi
głowiaści
głowiasta
głowiastą
głowiaste
głowiastego
głowiastej
głowiastemu
głowiasty
głowiastych
głowiastym
głowiastymi
głowiąt
głowic
głowić
głowica
głowicą
głowicach
głowicami
głowice
głowicę
głowicie
głowico
głowicom
głowicowa
głowicową
głowicowe
głowicowego
głowicowej
głowicowemu
głowicowi
głowicowy
głowicowych
głowicowym
głowicowymi
głowicy
głowie
głowię
głowien
głowień
głowience
głowienek
głowienia
głowieniach
głowieniami
głowienie
głowieniem
głowieniom
głowieniu
głowienka
głowienką
głowienkach
głowienkami
głowienkę
głowienki
głowienko
głowienkom
głowieńscy
głowieńska
głowieńską
głowieński
głowieńskich
głowieńskie
głowieńskiego
głowieńskiej
głowieńskiemu
głowieńskim
głowieńskimi
głowieńsko
głowieńskość
głowieńskości
głowieńskością
głowieńskościom
głowieńsku
głowięta
głowiętach
głowiętami
głowiętom
głowił
głowiła
głowiłaby
głowiłabym
głowiłabyś
głowiłam
głowiłaś
głowiłby
głowiłbym
głowiłbyś
głowiłem
głowiłeś
głowili
głowiliby
głowilibyście
głowilibyśmy
głowiliście
głowiliśmy
głowiło
głowiłoby
głowiły
głowiłyby
głowiłybyście
głowiłybyśmy
głowiłyście
głowiłyśmy
głowimy
głowin
głowina
głowiną
głowinach
głowinami
głowince
głowinę
głowinek
głowinie
głowinka
głowinką
głowinkach
głowinkami
głowinkę
głowinki
głowinko
głowinkom
głowino
głowinom
głowiny
głowiono
głowisz
głowizn
głowizna
głowizną
głowiznach
głowiznami
głowiznę
głowiźnie
głowizno
głowiznom
głowizny
główka
główką
główkach
główkami
główkarz
główkarza
główkarzach
główkarzami
główkarze
główkarzem
główkarzom
główkarzowi
główkarzu
główkarzy
główkę
główki
główko
główkom
główkowa
główkową
główkować
główkowaci
główkował
główkowała
główkowałaby
główkowałabym
główkowałabyś
główkowałam
główkowałaś
główkowałby
główkowałbym
główkowałbyś
główkowałem
główkowałeś
główkowali
główkowaliby
główkowalibyśmy
główkowaliście
główkowaliśmy
główkowało
główkowałoby
główkowały
główkowałyby
główkowałybyśmy
główkowałyście
główkowałyśmy
główkowań
główkowania
główkowaniach
główkowaniami
główkowanie
główkowaniem
główkowaniom
główkowaniu
główkowano
główkowata
główkowatą
główkowate
główkowatego
główkowatej
główkowatemu
główkowato
główkowaty
główkowatych
główkowatym
główkowatymi
główkowe
główkowego
główkowej
główkowemu
główkowi
główkowo
główkowy
główkowych
główkowym
główkowymi
główkozrosła
główkozrosłą
główkozrosłe
główkozrosłego
główkozrosłej
główkozrosłemu
główkozrośli
główkozrosły
główkozrosłych
główkozrosłym
główkozrosłymi
główkuj
główkują
główkując
główkująca
główkującą
główkujące
główkującego
główkującej
główkującemu
główkujący
główkujących
główkującym
główkującymi
główkujcie
główkujcież
główkuje
główkuję
główkujecie
główkujemy
